"Warehouse"|"Item"|"Onhand"|"Onorder"|"Allocated"|"HardAllocated"
100|"OP1240G"| 0028.000000| 0000.000000| 0000.000000|0.000000
100|"P-BUTN-2BE"| 0005.000000| 0000.000000| 0000.000000|0.000000
100|"P-BUTN/200"| 0053.000000| 0133.000000| 0040.000000|0.000000
100|"P-BUTN/400"| 0150.000000| 0000.000000| 0000.000000|0.000000
100|"P-TAMP"| 0065.000000| 0015.000000| 0000.000000|0.000000
100|"P100-ADTEU"| 0379.000000| 0000.000000| 0000.000000|0.000000
100|"P100W26"| 0545.000000| 0000.000000| 0015.000000|2.000000
100|"P100W26-BEI"| 0087.000000| 0000.000000| 0000.000000|0.000000
100|"P100W26/5M"| 0320.000000| 0000.000000| 0000.000000|0.000000
100|"P100XSF"| 0240.000000| 0269.000000| 0014.000000|14.000000
100|"P100XSF/5M"| 0072.000000| 0000.000000| 0000.000000|0.000000
100|"P200-ADTEU"| 0139.000000| 0000.000000| 0000.000000|0.000000
100|"P200BU-LEBL"| 0018.000000| 0005.000000| 0000.000000|0.000000
100|"P200LEBE-Q10"| 0004.000000| 0000.000000| 0000.000000|0.000000
100|"P200LEBL-Q10"| 0009.000000| 0034.000000| 0000.000000|0.000000
100|"P200W26"| 0074.000000| 0364.000000| 0086.000000|45.000000
100|"P200W26/5M"| 0002.000000| 0000.000000| 0002.000000|2.000000
100|"P200XSF"| 0181.000000| 0578.000000| 0013.000000|13.000000
100|"P200XSF/5M"| 0074.000000| 0000.000000| 0000.000000|0.000000
100|"P225KPXSF"| 0030.000000| 0000.000000| 0002.000000|2.000000
100|"P300-ADTEU"| 0165.000000| 0000.000000| 0000.000000|0.000000
100|"P300LEBE-Q10"| 0018.000000| 0000.000000| 0000.000000|0.000000
100|"P300LEBL-Q10"| 0027.000000| 0000.000000| 0000.000000|0.000000
100|"P300W26"| 0050.000000| 0056.000000| 0001.000000|0.000000
100|"P300W26/5M"| 0041.000000| 0000.000000| 0000.000000|0.000000
100|"P300XSF"| 0381.000000| 0220.000000| 0031.000000|31.000000
100|"P300XSF/5M"| 0100.000000| 0000.000000| 0000.000000|0.000000
100|"P325KPXSF"| 0011.000000| 0000.000000| 0000.000000|0.000000
100|"P400BU-LEBL"| 0003.000000| 0000.000000| 0000.000000|0.000000
100|"P400LEBL-Q10"| 0010.000000| 0000.000000| 0000.000000|0.000000
100|"P400W26"| 0234.000000| 0000.000000| 0000.000000|0.000000
100|"P400W26/5M"| 0029.000000| 0000.000000| 0000.000000|0.000000
100|"P400XSF"| 0046.000000| 0020.000000| 0000.000000|0.000000
100|"P400XSF/5M"| 0171.000000| 0000.000000| 0000.000000|0.000000
100|"P50TAG"| 3800.000000| 5000.000000| 0000.000000|0.000000
100|"P555KPBE5-SE"| 0273.000000| 0602.000000| 0010.000000|10.000000
100|"P555KPW26"| 0025.000000| 0040.000000| 0000.000000|0.000000
100|"P555KPW26/5M"| 0045.000000| 0011.000000| 0000.000000|0.000000
100|"P555KPW26/BE"| 0421.000000| 0000.000000| 0000.000000|0.000000
100|"P555KPXSF"| 0274.000000| 0000.000000| 0007.000000|7.000000
100|"P555KPXSF-BE"| 0045.000000| 0000.000000| 0000.000000|0.000000
100|"P555KPXSF/5M"| 0068.000000| 0000.000000| 0000.000000|0.000000
100|"P555KPXSFBE5"| 0041.000000| 0000.000000| 0000.000000|0.000000
100|"P600"| 0032.000000| 0000.000000| 0000.000000|0.000000
100|"PC-1-XP"| 0046.000000| 0000.000000| 0000.000000|0.000000
100|"PC-2-XP"| 0087.000000| 0001.000000| 0009.000000|11.000000
100|"PEWEPED"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"PEWIDEEXIT"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"PID-ANT-PRX"| 0005.000000| 0050.000000| 0000.000000|0.000000
100|"PK-3"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"PMC21A"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"PMCS17A"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"POL-25M"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"POL-2KP"| 0008.000000| 0015.000000| 0001.000000|1.000000
100|"POL-2KP-5M"| 0280.000000| 0000.000000| 0000.000000|0.000000
100|"POL-C1CN"| 6275.000000| 3000.000000| 0250.000000|150.000000
100|"POL-C5CN"| 2040.000000| 2000.000000| 0000.000000|0.000000
100|"POL-C6CN"| 3960.000000| 0000.000000| 0700.000000|700.000000
100|"PS-110"| 0004.000000| 0000.000000| 0000.000000|0.000000
100|"PS-12"| 0111.000000| 0000.000000| 0000.000000|0.000000
100|"PS-13"| 0201.000000| 0000.000000| 0000.000000|0.000000
100|"PVC-1"| 0014.000000| 0000.000000| 0000.000000|0.000000
100|"PVW-PS-509"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"R0300-0444-01"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"R0300-0446-01"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"R0300-2262-02"| 0003.000000| 0000.000000|-0001.000000|0.000000
100|"RAS614LS"| 0178.000000| 0081.000000| 0112.000000|95.000000
100|"RAS915LS"| 0032.000000| 0000.000000| 0000.000000|0.000000
100|"RAS915LS-1"| 0005.000000| 0000.000000| 0000.000000|0.000000
100|"RAS916LS"| 0373.000000| 0819.000000| 0326.000000|298.000000
100|"RAS916WLS"| 0016.000000| 0000.000000| 0000.000000|0.000000
100|"RAS917LS"| 0358.000000| 0304.000000| 0154.000000|136.000000
100|"RAS917LS-1"| 0002.000000| 0022.000000| 0011.000000|2.000000
100|"RAS917WLS"| 0013.000000| 0004.000000| 0000.000000|0.000000
100|"RASELHC"| 0045.000000| 0000.000000| 0000.000000|0.000000
100|"RASELHC-1"| 0014.000000| 0005.000000| 0000.000000|0.000000
100|"RASELHS"| 0043.000000| 0081.000000| 0012.000000|3.000000
100|"RASELHS-1"| 0008.000000| 0000.000000| 0001.000000|1.000000
100|"RASELPC"| 0013.000000| 0000.000000| 0000.000000|0.000000
100|"RASELPS"| 0011.000000| 0000.000000| 0000.000000|0.000000
100|"RASINHC"| 0049.000000| 0000.000000| 0000.000000|0.000000
100|"RASINHS"| 0235.000000| 0034.000000| 0036.000000|21.000000
100|"RASINPC"| 0013.000000| 0000.000000| 0000.000000|0.000000
100|"RASINPS"| 0201.000000| 1824.000000| 0011.000000|12.000000
100|"RASIPHS-1"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"RASIPPS-1"| 0004.000000| 0000.000000| 0000.000000|0.000000
100|"RASONPC"| 0024.000000| 0006.000000| 0007.000000|4.000000
100|"RASONPS"| 0019.000000| 0013.000000| 0003.000000|3.000000
100|"RASOPPC-1"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"RASVWRA"| 0076.000000| 0000.000000| 0000.000000|0.000000
100|"RC32RCEKIT"| 0045.000000| 0000.000000| 0000.000000|0.000000
100|"RCDV-4NTD-KT"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"RCMCEKIT"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"RDULTRA"| 0225.000000| 0000.000000| 0055.000000|55.000000
100|"RDVDAT01"| 0001.000000| 0017.000000| 0001.000000|1.000000
100|"RDVEXP01"| 0008.000000| 0002.000000| 0003.000000|3.000000
100|"RDVEXP02"| 0003.000000| 0005.000000| 0000.000000|0.000000
100|"RDVMAN22-E"| 0204.000000| 0000.000000| 0000.000000|0.000000
100|"RDVNC-24"| 0014.000000| 0000.000000| 0000.000000|1.000000
100|"RDVNC-31"| 0053.000000| 0000.000000| 0021.000000|23.000000
100|"RDVNCUPG-24"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"RDVSPK01"| 0067.000000| 0000.000000| 0000.000000|0.000000
100|"RDVSRV01"| 0015.000000| 0000.000000| 0000.000000|0.000000
100|"RDVUPG24"| 0004.000000| 0010.000000| 0005.000000|4.000000
100|"RDVUPG30"| 0012.000000| 0000.000000| 0007.000000|6.000000
100|"RDVUPG302"| 0004.000000| 0000.000000| 0000.000000|0.000000
100|"RDVUPG30G"| 0072.000000| 0000.000000| 0000.000000|0.000000
100|"RDVUPG30J"| 0013.000000| 0001.000000| 0001.000000|0.000000
100|"RDVUPG31"| 0043.000000| 0000.000000| 0002.000000|2.000000
100|"RDVUPGCDR01"| 0023.000000| 0023.000000| 0002.000000|2.000000
100|"RDVUPGCMB"| 0031.000000| 0003.000000| 0004.000000|5.000000
100|"RDVUPGFW"| 0003.000000| 0007.000000| 0005.000000|3.000000
100|"RDVUPGM1"| 0009.000000| 0000.000000| 0000.000000|0.000000
100|"RDVUPGPRM"| 0015.000000| 0030.000000| 0005.000000|5.000000
100|"RDVUPGSCSI01"| 0006.000000| 0027.000000| 0014.000000|6.000000
100|"REB-8"| 0095.000000| 0000.000000| 0000.000000|0.000000
100|"RFSTC651"| 0003.000000| 0000.000000| 0000.000000|0.000000
100|"RG2513M"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"RG440"| 0007.000000| 0000.000000| 0000.000000|0.000000
100|"RG500H"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"RH213E3"| 0103.000000| 0000.000000|-0003.000000|0.000000
100|"RH2X2"| 0970.000000| 0004.000000| 0038.000000|23.000000
100|"RH311"| 1212.000000| 0800.000000| 0415.000000|432.000000
100|"RH896W"| 0008.000000| 0000.000000| 0000.000000|0.000000
100|"RHCORNER"| 0045.000000| 0000.000000| 0005.000000|4.000000
100|"RHDR2X2"| 0175.000000| 0000.000000| 0091.000000|91.000000
103|"RHDR2X2"| 0068.000000| 0000.000000| 0232.000000|45.000000
100|"RHDR2X28"| 0014.000000| 0000.000000| 0000.000000|0.000000
103|"RHDR2X28"| 0547.000000| 0000.000000| 0117.000000|97.000000
100|"RHDR2X2DMY"| 0407.000000| 0000.000000| 0005.000000|5.000000
100|"RHDRCAN"| 0014.000000| 0000.000000| 0000.000000|0.000000
103|"RHDRCAN"| 0055.000000| 0000.000000| 0045.000000|24.000000
103|"RHDRCDU"| 0027.000000| 0000.000000| 0000.000000|0.000000
103|"RHDRPEN"| 0175.000000| 0000.000000| 0000.000000|0.000000
103|"RHDRPEN10"| 0145.000000| 0000.000000| 0216.000000|145.000000
103|"RHDRSMD12"| 0006.000000| 0000.000000| 0003.000000|3.000000
103|"RHDRVIC-LED"| 0027.000000| 0000.000000| 0075.000000|27.000000
100|"RHEXT2"| 0141.000000| 0000.000000|-0002.000000|0.000000
100|"RHEXT4"| 0059.000000| 0000.000000| 0021.000000|10.000000
100|"RHI2X2"| 0001.000000| 0120.000000| 0040.000000|1.000000
100|"RHIDPR5355KP"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"RHIDTL5395BE"| 0010.000000| 0000.000000| 0000.000000|0.000000
100|"RHIDTL5395BL"| 0003.000000| 0000.000000| 0000.000000|0.000000
100|"RHIRT"| 0037.000000| 0076.000000| 0000.000000|0.000000
100|"RHIU2X2M"| 0425.000000| 0250.000000| 0098.000000|94.000000
100|"RHIU2X2P"| 0343.000000| 0000.000000| 0124.000000|118.000000
100|"RHIU3X3"| 0033.000000| 0000.000000| 0000.000000|0.000000
100|"RHIU4X4"| 0016.000000| 0000.000000| 0001.000000|1.000000
100|"RHIUAB"| 0354.000000| 0000.000000| 0013.000000|13.000000
100|"RHIUCM"| 0147.000000| 0000.000000| 0007.000000|0.000000
100|"RHIUFB"| 0118.000000| 0000.000000| 0001.000000|1.000000
100|"RHIUHC"| 0264.000000| 0550.000000| 0193.000000|191.000000
100|"RHIUIB"| 0368.000000| 3325.000000| 0089.000000|87.000000
100|"RHIUIBM"| 0474.000000| 0000.000000| 0068.000000|68.000000
101|"RHIULED"| 0074.000000| 0000.000000| 0000.000000|0.000000
100|"RHIULWM"| 0004.000000| 0050.000000| 0001.000000|0.000000
100|"RHIUPNDT"| 0600.000000| 0000.000000| 0044.000000|56.000000
100|"RHIUTBAR"| 0056.000000| 0000.000000| 0000.000000|0.000000
100|"RHIUTH"| 1113.000000| 0500.000000| 0280.000000|255.000000
100|"RHM032SU"| 0029.000000| 0000.000000| 0000.000000|0.000000
100|"RHM314ST"| 0020.000000| 0001.000000| 0009.000000|9.000000
100|"RHM314SU"| 0064.000000| 0005.000000| 0026.000000|14.000000
100|"RHM321ST"| 0222.000000| 0000.000000| 0013.000000|14.000000
100|"RHM321SU"| 0301.000000| 0000.000000| 0044.000000|45.000000
100|"RHM321WL"| 0122.000000| 0000.000000| 0027.000000|28.000000
100|"RHM417WL"| 0006.000000| 0000.000000| 0000.000000|0.000000
100|"RHM427ST"| 0072.000000| 0000.000000| 0022.000000|21.000000
100|"RHM427SU"| 0013.000000| 0020.000000| 0007.000000|7.000000
100|"RHM427WL"| 0004.000000| 0000.000000| 0000.000000|0.000000
100|"RHMCS9"| 0026.000000| 0001.000000| 0011.000000|11.000000
100|"RHMINI-3W"| 0041.000000| 0000.000000| 0000.000000|0.000000
100|"RHMINI-6W"| 0047.000000| 0030.000000| 0020.000000|20.000000
100|"RHOLW"| 0153.000000| 0251.000000| 0090.000000|71.000000
100|"RHOPN"| 0942.000000| 1692.000000| 0123.000000|110.000000
100|"RHOSW"| 0152.000000| 0000.000000| 0012.000000|11.000000
100|"RHOTR"| 0064.000000| 0123.000000| 0025.000000|24.000000
100|"RHOWCA"| 0151.000000| 0100.000000| 0029.000000|24.000000
100|"RHOWPA"| 0146.000000| 0100.000000| 0033.000000|22.000000
100|"RHQDOME"| 0007.000000| 0000.000000| 0000.000000|0.000000
100|"RHSD8D"| 0113.000000| 0000.000000| 0000.000000|0.000000
100|"RHSDA"| 0023.000000| 0120.000000| 0034.000000|23.000000
100|"RHSTRAP"| 0296.000000| 0000.000000| 0080.000000|79.000000
100|"RHTBAR-9"| 0033.000000| 0000.000000| 0000.000000|0.000000
100|"RHTBAR3-6"| 0028.000000| 0000.000000| 0002.000000|2.000000
100|"RHW314"| 0297.000000| 0000.000000| 0070.000000|65.000000
100|"RHWMB"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"RICHEVUP-2"| 0130.000000| 0000.000000| 0001.000000|1.000000
100|"RIKRMONIT2"| 0015.000000| 0000.000000| 0000.000000|0.000000
100|"RIMONC17"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"RIMULTI-C"| 0009.000000| 0000.000000| 0000.000000|0.000000
100|"RIMULTI-L"| 0061.000000| 0000.000000| 0000.000000|0.000000
100|"RIMULTIP1"| 0003.000000| 0001.000000| 0000.000000|0.000000
100|"RIP1KIT"| 0182.000000| 0000.000000| 0000.000000|0.000000
100|"RIPPLUS"| 0005.000000| 0000.000000| 0000.000000|0.000000
100|"RIPPLUS-1"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"RITEXUP"| 0004.000000| 0002.000000| 0000.000000|0.000000
100|"RJ1SNUD"| 0117.000000| 0020.000000| 0037.000000|33.000000
100|"RJ1SNUD-1"| 0036.000000| 0000.000000| 0000.000000|0.000000
100|"RJ856AP"| 0003.000000| 0001.000000| 0004.000000|3.000000
100|"RJ856UD"| 0146.000000| 0000.000000| 0015.000000|9.000000
100|"RJ856UD-1"| 0004.000000| 0000.000000| 0000.000000|0.000000
100|"RJ860AP1"| 0004.000000| 0000.000000| 0000.000000|0.000000
100|"RM-4"| 0030.000000| 0850.000000| 0208.000000|41.000000
100|"RM-4K"| 0767.000000| 0000.000000| 0017.000000|16.000000
100|"RM-RHA"| 0035.000000| 0000.000000| 0000.000000|0.000000
100|"RM03"| 0093.000000| 0101.000000| 0008.000000|8.000000
100|"RM06"| 0050.000000| 0060.000000| 0011.000000|11.000000
100|"RM1-PI37"| 0003.000000| 0000.000000| 0000.000000|0.000000
100|"RM112S"| 0003.000000| 0000.000000| 0000.000000|0.000000
100|"RM117S"| 0139.000000| 0000.000000| 0000.000000|0.000000
100|"RM15LCD-B"| 0210.000000| 0000.000000| 0003.000000|1.000000
100|"RM1UPG"| 0015.000000| 0000.000000| 0000.000000|0.000000
100|"RM2-MP"| 0004.000000| 0000.000000| 0000.000000|0.000000
100|"RM2-PH"| 0004.000000| 0000.000000| 0002.000000|0.000000
100|"RM2-PI37"| 0003.000000| 0000.000000| 0000.000000|0.000000
100|"RM2L-MP"| 0017.000000| 0000.000000| 0000.000000|0.000000
100|"RM2L-MPT3"| 0010.000000| 0000.000000| 0000.000000|0.000000
100|"RM2L-PH"| 0010.000000| 0000.000000| 0000.000000|0.000000
100|"RM2L-PI26"| 0011.000000| 0000.000000| 0000.000000|0.000000
100|"RM420E"| 0018.000000| 0000.000000| 0000.000000|0.000000
100|"RM427E"| 0014.000000| 0000.000000| 0003.000000|2.000000
100|"RMCT2786Y"| 0016.000000| 0030.000000| 0024.000000|16.000000
100|"RMK40-XP"| 0047.000000| 0000.000000|-0001.000000|0.000000
100|"RMVESAMNT"| 0017.000000| 0000.000000| 0000.000000|0.000000
100|"ROENDC"| 0080.000000| 0000.000000| 0000.000000|0.000000
100|"ROTRF"| 0076.000000| 0000.000000| 0003.000000|3.000000
100|"RP-XS-V50C6036"| 0004.000000| 0000.000000| 0000.000000|0.000000
100|"RP026000"| 0017.000000| 0000.000000| 0000.000000|0.000000
101|"RP026000"| 0737.000000| 0000.000000| 0096.000000|96.000000
100|"RP057628"| 0090.000000| 0000.000000| 0000.000000|0.000000
100|"RP080629"| 0035.000000| 0000.000000| 0014.000000|14.000000
100|"RP091176"| 0013.000000| 0000.000000| 0000.000000|3.000000
100|"RP104L"| 0102.000000| 0000.000000|-0001.000000|3.000000
100|"RP106204"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"RP110DB"| 0009.000000| 0000.000000| 0000.000000|0.000000
100|"RP110DBARR"| 0010.000000| 0000.000000| 0000.000000|0.000000
100|"RP113108"| 0046.000000| 0000.000000| 0001.000000|3.000000
100|"RP16"| 0051.000000| 0090.000000| 0063.000000|51.000000
100|"RP2131550"| 6000.000000| 0000.000000| 0000.000000|0.000000
100|"RP231633"| 0065.000000| 0000.000000| 0000.000000|0.000000
101|"RP231633"| 0454.000000| 0000.000000| 0188.000000|188.000000
100|"RP249960P"| 0005.000000| 0000.000000| 0000.000000|0.000000
100|"RP263700"| 0042.000000| 0000.000000| 0025.000000|25.000000
101|"RP27-9015"| 0007.000000| 0000.000000| 0000.000000|0.000000
101|"RP27-9189"| 1369.000000| 0000.000000| 0000.000000|0.000000
101|"RP279007"| 0011.000000| 0000.000000| 0035.000000|11.000000
100|"RP318563"| 0003.000000| 0000.000000| 0000.000000|0.000000
100|"RP35042"| 0006.000000| 0000.000000| 0000.000000|0.000000
100|"RP364255"| 0020.000000| 0000.000000| 0005.000000|5.000000
100|"RP426374"| 0261.000000| 0000.000000| 0008.000000|8.000000
100|"RP517R1"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"RP5232MP"| 0023.000000| 0000.000000| 0002.000000|2.000000
100|"RP845-246W"| 0041.000000| 0000.000000| 0014.000000|14.000000
100|"RP862W"| 0055.000000| 0000.000000| 0014.000000|14.000000
100|"RP883-09W"| 0057.000000| 0010.000000| 0009.000000|9.000000
100|"RP908V-R"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"RP908V-T"| 0005.000000| 0000.000000| 0000.000000|0.000000
100|"RP98708"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"RPACC302"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"RPACC640"| 0069.000000| 0016.000000| 0006.000000|6.000000
100|"RPAVN-5158"| 0003.000000| 0000.000000| 0000.000000|0.000000
101|"RPBPKIT-125"| 0041.000000| 0000.000000| 0000.000000|0.000000
100|"RPCVI26"| 0042.000000| 0000.000000| 0000.000000|0.000000
100|"RPD1000NB"| 0003.000000| 0000.000000| 0000.000000|0.000000
101|"RPD1000NB"| 0081.000000| 0000.000000| 0007.000000|7.000000
100|"RPD1000NW"| 0001.000000| 0000.000000| 0000.000000|0.000000
101|"RPD1000NW"| 0060.000000| 0000.000000|-0001.000000|0.000000
101|"RPD1000PB"| 0006.000000| 0000.000000| 0014.000000|6.000000
100|"RPD1000PW"| 0001.000000| 0000.000000| 0000.000000|0.000000
101|"RPD1000PW"| 0089.000000| 0000.000000| 0003.000000|3.000000
101|"RPD1500NB"| 0011.000000| 0000.000000| 0000.000000|0.000000
101|"RPD1500NW"| 0005.000000| 0000.000000| 0000.000000|0.000000
100|"RPD150NB"| 0001.000000| 0000.000000| 0000.000000|0.000000
101|"RPD150NB"| 0010.000000| 0000.000000| 0000.000000|0.000000
101|"RPD150NW"| 0025.000000| 0000.000000| 0006.000000|6.000000
101|"RPD150PB"| 0053.000000| 0000.000000| 0000.000000|0.000000
101|"RPD150PW"| 0032.000000| 0000.000000| 0004.000000|4.000000
101|"RPD2000NB"| 0010.000000| 0000.000000| 0004.000000|4.000000
100|"RPD2000NW"| 0002.000000| 0000.000000| 0000.000000|0.000000
101|"RPD2000NW"| 0012.000000| 0000.000000| 0000.000000|0.000000
101|"RPD2000PW"| 0008.000000| 0000.000000| 0000.000000|0.000000
101|"RPD250NB"| 0009.000000| 0000.000000| 0000.000000|0.000000
100|"RPD250NW"| 0002.000000| 0000.000000| 0000.000000|0.000000
101|"RPD250NW"| 0030.000000| 0000.000000| 0001.000000|1.000000
101|"RPD250PB"| 0019.000000| 0000.000000| 0000.000000|0.000000
101|"RPD250PW"| 0015.000000| 0000.000000| 0007.000000|7.000000
101|"RPD350NB"| 0003.000000| 0000.000000| 0000.000000|0.000000
101|"RPD350NW"| 0005.000000| 0000.000000| 0001.000000|1.000000
101|"RPD350PB"| 0007.000000| 0000.000000| 0000.000000|0.000000
101|"RPD350PW"| 0014.000000| 0000.000000| 0004.000000|5.000000
101|"RPD500NB"| 0010.000000| 0000.000000| 0000.000000|0.000000
101|"RPD500NW"| 0049.000000| 0000.000000| 0000.000000|1.000000
101|"RPD500PB"| 0001.000000| 0000.000000| 0000.000000|0.000000
101|"RPD500PW"| 0023.000000| 0000.000000| 0003.000000|5.000000
101|"RPD750NB"| 0004.000000| 0000.000000| 0000.000000|0.000000
101|"RPD750NW"| 0027.000000| 0000.000000| 0000.000000|0.000000
100|"RPD750PW"| 0001.000000| 0000.000000| 0000.000000|0.000000
101|"RPD750PW"| 0044.000000| 0000.000000| 0004.000000|4.000000
100|"RPDGD150P"| 0016.000000| 0000.000000| 0000.000000|0.000000
101|"RPDS1000NB"| 0243.000000| 0000.000000| 0000.000000|0.000000
100|"RPDS1000NW"| 0001.000000| 0000.000000| 0000.000000|0.000000
101|"RPDS1000NW"| 0041.000000| 0000.000000| 0002.000000|2.000000
101|"RPDS1000PB"| 0123.000000| 0000.000000| 0000.000000|0.000000
101|"RPDS1000PW"| 0027.000000| 0000.000000| 0006.000000|6.000000
100|"RPDS1500NB"| 0001.000000| 0000.000000| 0000.000000|0.000000
101|"RPDS1500NB"| 0009.000000| 0000.000000| 0000.000000|0.000000
101|"RPDS1500NW"| 0005.000000| 0000.000000| 0000.000000|0.000000
101|"RPDS1500PW"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"RPDS150NB"| 0002.000000| 0000.000000| 0000.000000|0.000000
101|"RPDS150NB"| 0015.000000| 0000.000000| 0000.000000|0.000000
101|"RPDS150NW"| 0024.000000| 0000.000000| 0003.000000|3.000000
101|"RPDS150PB"| 0012.000000| 0000.000000| 0000.000000|0.000000
100|"RPDS150PW"| 0001.000000| 0000.000000| 0000.000000|0.000000
101|"RPDS150PW"| 0047.000000| 0000.000000| 0005.000000|3.000000
101|"RPDS2000NW"| 0003.000000| 0000.000000| 0002.000000|2.000000
101|"RPDS2000PW"| 0002.000000| 0000.000000| 0000.000000|0.000000
101|"RPDS250NB"| 0007.000000| 0000.000000| 0000.000000|0.000000
101|"RPDS250NW"| 0052.000000| 0000.000000| 0001.000000|1.000000
101|"RPDS250PB"| 0018.000000| 0000.000000| 0000.000000|0.000000
101|"RPDS250PW"| 0026.000000| 0000.000000| 0006.000000|6.000000
101|"RPDS350NB"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"RPDS350NW"| 0002.000000| 0000.000000| 0000.000000|0.000000
101|"RPDS350NW"| 0003.000000| 0000.000000| 0001.000000|1.000000
101|"RPDS350PB"| 0023.000000| 0000.000000| 0000.000000|0.000000
101|"RPDS350PW"| 0009.000000| 0000.000000| 0000.000000|0.000000
101|"RPDS500NB"| 0016.000000| 0000.000000| 0000.000000|0.000000
101|"RPDS500NW"| 0076.000000| 0000.000000| 0010.000000|10.000000
100|"RPDS500PW"| 0001.000000| 0000.000000| 0000.000000|0.000000
101|"RPDS500PW"| 0019.000000| 0000.000000| 0003.000000|3.000000
101|"RPDS750NB"| 0018.000000| 0000.000000| 0000.000000|0.000000
101|"RPDS750NW"| 0048.000000| 0000.000000| 0008.000000|8.000000
101|"RPDS750PW"| 0011.000000| 0000.000000| 0002.000000|2.000000
100|"RPEE030H"| 0001.000000| 0000.000000| 0000.000000|0.000000
100|"RPEE2527"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"RPEE470"| 0002.000000| 0000.000000| 0000.000000|0.000000
100|"RPEHX6E"| 0009.000000| 0000.000000| 0000.000000|0.000000
100|"RPEM22"| 0009.000000| 0000.000000| 0000.000000|0.000000
100|"RPIF124SB"| 0004.000000| 0000.000000| 0000.000000|0.000000
100|"RPKVM2PORT"| 0042.000000| 0000.000000| 0007.000000|7.000000
100|"RPKVM4PORT"| 0016.000000| 0000.000000| 0004.000000|5.000000
100|"RPKVM8PORT"| 0004.000000| 0003.000000| 0000.000000|2.000000
100|"RPMT10"| 0002.000000| 0009.000000| 0010.000000|2.000000
101|"RPNC01B"| 0008.000000| 0000.000000| 0000.000000|0.000000
100|"RPNC01W"| 0009.000000| 0000.000000| 0000.000000|0.000000
101|"RPNC01W"| 0016.000000| 0000.000000| 0000.000000|0.000000
101|"RPNC02B"| 0022.000000| 0000.000000| 0000.000000|0.000000
101|"RPNC02W"| 0009.000000| 0000.000000| 0001.000000|1.000000
100|"RPNC03B"| 0003.000000| 0000.000000| 0000.000000|0.000000
101|"RPNC03B"| 0013.000000| 0000.000000| 0002.000000|2.000000
101|"RPNC03W"| 0006.000000| 0000.000000| 0000.000000|0.000000
101|"RPNC04B"| 0070.000000| 0000.000000| 0001.000000|0.000000
101|"RPNC04W"| 0004.000000| 0000.000000| 0000.000000|0.000000
100|"RPNC06B"| 0004.000000| 0000.000000| 0000.000000|0.000000
101|"RPNC06B"| 0002.000000| 0000.000000| 0000.000000|0.000000
101|"RPNC06W"| 0007.000000| 0000.000000| 0000.000000|0.000000
101|"RPNC08B"| 0005.000000| 0000.000000| 0000.000000|0.000000
101|"RPNC08W"| 0009.000000| 0000.000000| 0000.000000|0.000000
101|"RPNC1000W"| 0003.000000| 0000.000000| 0000.000000|0.000000
101|"RPNC10B"| 0050.000000| 0000.000000| 0000.000000|0.000000
101|"RPNC10W"| 0032.000000| 0000.000000| 0000.000000|0.000000
101|"RPNC1500W"| 0003.000000| 0000.000000| 0000.000000|0.000000
101|"RPNC2000W"| 0003.000000| 0000.000000| 0000.000000|0.000000
101|"RPNC500B"| 0009.000000| 0000.000000| 0001.000000|0.000000
101|"RPNC500W"| 0006.000000| 0000.000000|-0001.000000|0.000000
101|"RPNCS01B"| 0002.000000| 0000.000000| 0000.000000|0.000000
101|"RPNCS01W"| 0005.000000| 0000.000000| 0001.000000|1.000000
100|"RPNCS02B"| 0003.000000| 0000.000000| 0000.000000|0.000000
101|"RPNCS02B"| 0027.000000| 0000.000000| 0000.000000|0.000000
101|"RPNCS02W"| 0003.000000| 0000.000000| 0006.000000|3.000000
101|"RPNCS03B"| 0005.000000| 0000.000000| 0000.000000|0.000000
101|"RPNCS03W"| 0003.000000| 0000.000000| 0000.000000|0.000000
